bvid,title,accepted,exclusion_reasons,caption_count,coverage_ratio,restaurant_signal,financial_signal,unrelated_signal,title_body_alignment,dimensions,path
BV1fWTQ6AE6d,妈妈在蜜雪打工，姑娘40万开杂牌奶茶！一分没有全部负债怎么办？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,12,0.015,1,0,0,0,加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fWTQ6AE6d.srt
BV1i3TX6cE6H,炒饭还用加盟？，勇哥直接让关店，小伙子不服气，还想试一试！@勇哥餐饮原创,True,,432,1.0,60,23,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1i3TX6cE6H.srt
BV1BwTD6bEy4,100万租500亩田地，开咖啡店卖大米，好看不好赚！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,176,0.186,13,1,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BwTD6bEy4.srt
BV1SaT16YEvX,退伍兵加盟冷吃被坑，只有25％的毛利率！勇哥：不用看直接关！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,428,0.685,18,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SaT16YEvX.srt
BV1SgTy6fEgU,明知亏钱也要干！烤肉店没特色，都把勇哥气笑了：顾客闲的到你这吃！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,239,0.326,5,0,1,0,位置商圈与客流、门头与可见性、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SgTy6fEgU.srt
BV1sPMg6fE9k,搞了6年餐饮，折腾进去260万！还负债100万！两口子找勇哥“救命” @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,58,0.124,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sPMg6fE9k.srt
BV1o9MP6cEwP,在马来西亚开湘菜馆，回本速度可观！勇哥都想过去开店！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,675,1.227,3,0,0,0,人工与老板在场、位置商圈与客流、产品客单与差异化、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1o9MP6cEwP.srt
BV1iWTf6jEo5,犟种干餐饮5年亏了100万！就会杠杠杠！勇哥：你没救了 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,58,0.114,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1iWTf6jEo5.srt
BV1DdTx6LEcm,网红西餐厅改湖北菜，没想到亏30万！装修太好 顾客反而不敢进！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,52,0.143,7,6,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1DdTx6LEcm.srt
BV1zwTt6cErH,拿母亲安葬费创业后续，他成功了！因勇哥没有收课程费，他送出斗音一号！  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；出现明显无关主题；与其他视频字幕重复且非最佳匹配,386,0.963,1,0,34,0,门头与可见性、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zwTt6cErH.srt
BV1n9Ts6ZEhs,两个犟种开蹦迪烧烤，勇哥根本劝不住！完全活在自己的梦里！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,36,0.082,1,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1n9Ts6ZEhs.srt
BV1qdTp6UEaC,羊杂咖啡炸裂登场！闺蜜合伙开咖啡店，差点把勇哥气亖！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,58,0.084,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1qdTp6UEaC.srt
BV1kdT76VEfq,小火锅差评泛滥月亏2万，勇哥发火：8位大神一个不留！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,20,0.027,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kdT76VEfq.srt
BV1BcTj6wEzN,勇哥化身张雪峰老师，帮忙填写志愿，在能力范围内，给出最优建议。,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,63,0.993,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BcTj6wEzN.srt
BV1DETj6SENP,24万开高仿蜜雪，30平装修花7万！顾客根本不买单 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,256,0.462,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1DETj6SENP.srt
BV1CqTr6CE1D,史上亏的最快的包子店，3天亏5万！勇哥直言：不值得可怜！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,142,0.43,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CqTr6CE1D.srt
BV1HWTk6GE5s,冤种父子加盟杂牌奶茶，把勇哥气到红温！直言真是活该！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,6,0.006,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HWTk6GE5s.srt
BV12pTq6qEjQ,看人赚钱钩子痒，投30万开店被同行吊打！月亏2万才想起来找勇哥   @勇哥餐饮原创,True,,516,0.999,89,21,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV12pTq6qEjQ.srt
BV1m7Tv6AED1,想开蜜雪，结果连官网都找不到！ @勇哥餐饮,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,54,0.995,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1m7Tv6AED1.srt
BV18STY6YE2M,SPA按摩+餐饮，史上最快转一圈！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,126,4.362,1,0,0,0,水电及其他固定成本、位置商圈与客流、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18STY6YE2M.srt
BV1xoTY6ZEdk,姑娘在农村开奶茶，15万投入令人心痛！月薪万元的工作也没了@勇哥餐饮原创,True,,618,0.999,85,11,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1xoTY6ZEdk.srt
BV1eWTe6gEFc,退伍老兵150万开湘菜馆，月亏4万7！勇哥：别慌，还有得救！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,40,0.053,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eWTe6gEFc.srt
BV1hUKf6KEws,砸2000万开露营基地，占地2万平！回本遥遥无期～ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,38,0.043,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hUKf6KEws.srt
BV1N6TF6hEAx,15万开馒头屋！啃馒头配糖水，勇哥：坚持下去会亏47万！@勇哥餐饮原创,False,与其他视频字幕重复且非最佳匹配,2053,2.976,42,37,0,1,人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1N6TF6hEAx.srt
BV1F2KZ6UEFN,香港富姐在深圳开茶餐厅，成本30卖20！大姐太搞笑勇哥吸氧！@勇哥餐饮原创,True,,748,1.0,83,34,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1F2KZ6UEFN.srt
BV1upKd64ECo,抵押房子开网红火锅，连续掉进一个坑！勇哥：80万没了！@勇哥餐饮原创,True,,781,1.0,142,29,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1upKd64ECo.srt
BV15gK96oEPH,大佬要砸300万给儿子干餐饮，勇哥痛批：都是幻想！还却儿子吗？ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,51,0.102,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV15gK96oEPH.srt
BV1fqKQ68EPx,勇哥游泳时遇粉丝，赤裸相见很尴尬。。。,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,29,0.946,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fqKQ68EPx.srt
BV1ZBKQ6fEUa,勇哥蒙圈：哪里被封了？干的都是正能量的事情，帮助最多的就是宝妈。,False,与其他视频字幕重复且非最佳匹配,2053,15.708,42,37,0,1,人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ZBKQ6fEUa.srt
BV1NzKU6YEUr,小红薯上忍痛割爱，奶茶店快速回血！勇哥“太坏了”。@勇哥餐饮原创,True,,546,0.999,82,32,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1NzKU6YEUr.srt
BV1ZeKS69ERA,快给勇哥叫救护车！大姐负债开奶茶，又要加盟自助酒馆！挖矿老公承受一切 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；出现明显无关主题；标题品类与正文不匹配,1476,1.352,11,3,32,0,当前营业额、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ZeKS69ERA.srt
BV1t7T56kEmo,一分没有和闺蜜加盟奶茶，蜜雪都看好的位置，亏钱也要坚持到底！@勇哥餐饮原创,True,,697,0.999,88,20,1,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1t7T56kEmo.srt
BV19ETu6iEtD,380万开火锅，美女老板愁的睡不着觉，累到没有了精气神。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,146,0.159,11,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV19ETu6iEtD.srt
BV178TM6gEeT,因为爱吃，姑娘投10万开糖水，啥都不懂就敢创业！@勇哥餐饮原创,True,,307,0.999,54,21,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV178TM6gEeT.srt
BV1ETTT6TEKS,30万开糖水店，不知道把钱花那了？ @勇哥餐饮原创,True,,285,0.999,46,22,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ETTT6TEKS.srt
